ID,Class
517,AGGRESSIVE
518,AGGRESSIVE
519,SLOW
520,SLOW
521,SLOW
522,SLOW
523,SLOW
524,SLOW
525,SLOW
526,SLOW
527,SLOW
528,SLOW
529,SLOW
530,SLOW
531,SLOW
532,SLOW
533,AGGRESSIVE
534,AGGRESSIVE
535,SLOW
536,AGGRESSIVE
537,SLOW
538,SLOW
539,SLOW
540,SLOW
541,SLOW
542,SLOW
543,SLOW
544,SLOW
545,SLOW
546,SLOW
547,SLOW
548,SLOW
549,SLOW
550,SLOW
551,SLOW
552,SLOW
553,SLOW
554,AGGRESSIVE
555,SLOW
556,SLOW
557,SLOW
558,SLOW
559,SLOW
560,SLOW
561,SLOW
562,SLOW
563,SLOW
564,SLOW
565,SLOW
566,AGGRESSIVE
567,AGGRESSIVE
568,AGGRESSIVE
569,SLOW
570,SLOW
571,SLOW
572,SLOW
573,SLOW
574,SLOW
575,SLOW
576,SLOW
577,SLOW
578,SLOW
579,SLOW
580,SLOW
581,SLOW
582,SLOW
583,SLOW
584,SLOW
585,SLOW
586,SLOW
587,SLOW
588,SLOW
589,AGGRESSIVE
590,SLOW
591,SLOW
592,SLOW
593,SLOW
594,SLOW
595,SLOW
596,SLOW
597,SLOW
598,SLOW
599,SLOW
600,SLOW
601,SLOW
602,SLOW
603,SLOW
604,SLOW
605,SLOW
606,AGGRESSIVE
607,SLOW
608,SLOW
609,SLOW
610,SLOW
611,AGGRESSIVE
612,SLOW
613,SLOW
614,SLOW
615,SLOW
616,SLOW
617,SLOW
618,SLOW
619,SLOW
620,SLOW
621,SLOW
622,SLOW
623,SLOW
624,SLOW
625,SLOW
626,SLOW
627,SLOW
628,SLOW
629,SLOW
630,SLOW
631,SLOW
632,SLOW
633,SLOW
634,SLOW
635,SLOW
636,SLOW
637,SLOW
638,SLOW
639,SLOW
640,SLOW
641,SLOW
642,SLOW
643,SLOW
644,SLOW
645,SLOW
646,SLOW
647,SLOW
648,SLOW
649,SLOW
650,SLOW
651,SLOW
652,SLOW
653,SLOW
654,SLOW
655,SLOW
656,SLOW
657,AGGRESSIVE
658,SLOW
659,AGGRESSIVE
660,SLOW
661,SLOW
662,SLOW
663,SLOW
664,SLOW
665,SLOW
666,SLOW
667,SLOW
668,SLOW
669,SLOW
670,SLOW
671,SLOW
672,SLOW
673,AGGRESSIVE
674,AGGRESSIVE
675,NORMAL
676,NORMAL
677,NORMAL
678,AGGRESSIVE
679,AGGRESSIVE
680,NORMAL
681,AGGRESSIVE
682,AGGRESSIVE
683,NORMAL
684,AGGRESSIVE
685,AGGRESSIVE
686,AGGRESSIVE
687,AGGRESSIVE
688,SLOW
689,SLOW
690,SLOW
691,SLOW
692,SLOW
693,SLOW
694,SLOW
695,SLOW
696,SLOW
697,SLOW
698,SLOW
699,NORMAL
700,SLOW
701,SLOW
702,SLOW
703,SLOW
704,SLOW
705,SLOW
706,SLOW
707,SLOW
708,SLOW
709,SLOW
710,SLOW
711,SLOW
712,SLOW
713,SLOW
714,SLOW
715,SLOW
716,SLOW
717,SLOW
718,SLOW
719,SLOW
720,SLOW
721,SLOW
722,SLOW
723,SLOW
724,SLOW
725,SLOW
726,SLOW
727,SLOW
728,SLOW
729,SLOW
730,SLOW
731,SLOW
732,SLOW
733,SLOW
734,SLOW
735,SLOW
736,SLOW
737,SLOW
738,SLOW
739,SLOW
740,SLOW
741,SLOW
742,SLOW
743,SLOW
744,SLOW
745,SLOW
746,SLOW
747,SLOW
748,SLOW
749,SLOW
750,SLOW
751,SLOW
752,SLOW
753,SLOW
754,SLOW
755,SLOW
756,SLOW
757,SLOW
758,SLOW
759,SLOW
760,SLOW
761,SLOW
762,SLOW
763,SLOW
764,SLOW
765,SLOW
766,SLOW
767,AGGRESSIVE
768,SLOW
769,SLOW
770,SLOW
771,SLOW
772,SLOW
773,SLOW
774,SLOW
775,AGGRESSIVE
776,SLOW
777,NORMAL
778,SLOW
779,SLOW
780,SLOW
781,SLOW
782,AGGRESSIVE
783,SLOW
784,SLOW
785,SLOW
786,SLOW
787,SLOW
788,SLOW
789,SLOW
790,SLOW
791,SLOW
792,SLOW
793,SLOW
794,SLOW
795,SLOW
796,SLOW
797,SLOW
798,SLOW
799,SLOW
800,SLOW
801,SLOW
802,SLOW
803,SLOW
804,SLOW
805,AGGRESSIVE
806,SLOW
807,SLOW
808,SLOW
809,SLOW
810,AGGRESSIVE
811,SLOW
812,SLOW
813,AGGRESSIVE
814,AGGRESSIVE
815,SLOW
816,SLOW
817,SLOW
818,SLOW
819,AGGRESSIVE
820,SLOW
821,AGGRESSIVE
822,AGGRESSIVE
823,AGGRESSIVE
824,SLOW
825,SLOW
826,SLOW
827,SLOW
828,SLOW
829,SLOW
830,SLOW
831,SLOW
832,AGGRESSIVE
833,AGGRESSIVE
834,SLOW
835,SLOW
836,SLOW
837,SLOW
838,SLOW
839,SLOW
840,SLOW
841,SLOW
842,AGGRESSIVE
843,SLOW
844,SLOW
845,AGGRESSIVE
846,NORMAL
847,SLOW
848,AGGRESSIVE
849,AGGRESSIVE
850,AGGRESSIVE
851,SLOW
852,SLOW
853,AGGRESSIVE
854,AGGRESSIVE
855,SLOW
856,SLOW
857,SLOW
858,SLOW
859,AGGRESSIVE
860,SLOW
861,SLOW
862,SLOW
863,SLOW
864,SLOW
865,SLOW
866,SLOW
867,SLOW
868,SLOW
869,SLOW
870,SLOW
871,SLOW
872,SLOW
873,SLOW
874,SLOW
875,SLOW
876,SLOW
877,SLOW
878,SLOW
879,SLOW
880,SLOW
881,SLOW
882,SLOW
883,SLOW
884,SLOW
885,SLOW
886,SLOW
887,SLOW
888,SLOW
889,SLOW
890,SLOW
891,SLOW
892,SLOW
893,SLOW
894,SLOW
895,SLOW
896,SLOW
897,SLOW
898,SLOW
899,SLOW
900,SLOW
901,SLOW
902,SLOW
903,SLOW
904,AGGRESSIVE
905,SLOW
906,SLOW
907,SLOW
908,SLOW
909,SLOW
910,SLOW
911,SLOW
912,SLOW
913,SLOW
914,SLOW
915,SLOW
916,SLOW
917,AGGRESSIVE
918,SLOW
919,AGGRESSIVE
920,AGGRESSIVE
921,AGGRESSIVE
922,NORMAL
923,NORMAL
924,NORMAL
925,AGGRESSIVE
926,AGGRESSIVE
927,AGGRESSIVE
928,AGGRESSIVE
929,AGGRESSIVE
930,AGGRESSIVE
931,AGGRESSIVE
932,SLOW
933,SLOW
934,SLOW
935,SLOW
936,SLOW
937,SLOW
938,SLOW
939,SLOW
940,SLOW
941,SLOW
942,SLOW
943,SLOW
944,SLOW
945,SLOW
946,SLOW
947,SLOW
948,SLOW
949,SLOW
950,SLOW
951,SLOW
952,SLOW
953,SLOW
954,SLOW
955,SLOW
956,SLOW
957,SLOW
958,SLOW
959,SLOW
960,SLOW
961,SLOW
962,SLOW
963,SLOW
964,SLOW
965,SLOW
966,SLOW
967,SLOW
968,SLOW
969,SLOW
970,SLOW
971,SLOW
972,SLOW
973,SLOW
974,SLOW
975,SLOW
976,SLOW
977,SLOW
978,SLOW
979,AGGRESSIVE
980,SLOW
981,SLOW
982,SLOW
983,SLOW
984,SLOW
985,SLOW
986,SLOW
987,SLOW
988,SLOW
989,SLOW
990,SLOW
991,SLOW
992,AGGRESSIVE
993,AGGRESSIVE
994,NORMAL
995,AGGRESSIVE
996,AGGRESSIVE
997,NORMAL
998,AGGRESSIVE
999,NORMAL
1000,AGGRESSIVE
1001,AGGRESSIVE
1002,SLOW
1003,SLOW
1004,SLOW
1005,SLOW
1006,SLOW
1007,SLOW
1008,SLOW
1009,SLOW
1010,SLOW
1011,SLOW
1012,SLOW
1013,SLOW
1014,SLOW
1015,SLOW
1016,SLOW
1017,SLOW
1018,SLOW
1019,SLOW
1020,SLOW
1021,SLOW
1022,SLOW
1023,SLOW
1024,SLOW
1025,AGGRESSIVE
1026,SLOW
1027,SLOW
1028,SLOW
1029,AGGRESSIVE
1030,SLOW
1031,SLOW
1032,SLOW
1033,SLOW
1034,AGGRESSIVE
1035,SLOW
1036,SLOW
1037,AGGRESSIVE
1038,SLOW
1039,SLOW
1040,SLOW
1041,SLOW
1042,SLOW
1043,SLOW
1044,SLOW
1045,SLOW
1046,SLOW
1047,AGGRESSIVE
1048,SLOW
1049,SLOW
1050,SLOW
1051,SLOW
1052,SLOW
1053,SLOW
1054,SLOW
1055,AGGRESSIVE
1056,AGGRESSIVE
1057,SLOW
1058,SLOW
1059,SLOW
1060,SLOW
1061,SLOW
1062,SLOW
1063,SLOW
1064,SLOW
1065,SLOW
1066,NORMAL
1067,NORMAL
1068,SLOW
1069,AGGRESSIVE
1070,AGGRESSIVE
1071,NORMAL
1072,AGGRESSIVE
1073,AGGRESSIVE
1074,NORMAL
1075,SLOW
1076,AGGRESSIVE
1077,NORMAL
1078,AGGRESSIVE
1079,AGGRESSIVE
1080,SLOW
1081,AGGRESSIVE
1082,SLOW
1083,SLOW
1084,SLOW
1085,SLOW
1086,SLOW
1087,SLOW
1088,SLOW
1089,SLOW
1090,SLOW
1091,SLOW
1092,SLOW
1093,SLOW
1094,SLOW
1095,SLOW
1096,SLOW
1097,SLOW
1098,SLOW
1099,SLOW
1100,SLOW
1101,SLOW
1102,SLOW
1103,SLOW
1104,SLOW
1105,SLOW
1106,SLOW
1107,SLOW
1108,SLOW
1109,SLOW
1110,SLOW
1111,AGGRESSIVE
1112,SLOW
1113,AGGRESSIVE
1114,AGGRESSIVE
1115,SLOW
1116,SLOW
1117,SLOW
1118,SLOW
1119,SLOW
1120,SLOW
1121,SLOW
1122,SLOW
1123,SLOW
1124,SLOW
1125,SLOW
1126,SLOW
1127,SLOW
1128,SLOW
1129,SLOW
1130,SLOW
1131,SLOW
1132,SLOW
1133,AGGRESSIVE
1134,SLOW
1135,SLOW
1136,SLOW
1137,SLOW
1138,AGGRESSIVE
1139,AGGRESSIVE
1140,SLOW
1141,SLOW
1142,SLOW
1143,SLOW
1144,SLOW
1145,SLOW
1146,SLOW
1147,AGGRESSIVE
1148,SLOW
1149,SLOW
1150,SLOW
1151,SLOW
1152,SLOW
1153,SLOW
1154,SLOW
1155,SLOW
1156,SLOW
1157,SLOW
1158,SLOW
1159,SLOW
1160,SLOW
1161,SLOW
1162,SLOW
1163,SLOW
1164,SLOW
1165,SLOW
1166,SLOW
1167,SLOW
1168,SLOW
1169,SLOW
1170,SLOW
1171,SLOW
1172,SLOW
1173,SLOW
1174,SLOW
1175,SLOW
1176,SLOW
1177,SLOW
1178,SLOW
1179,AGGRESSIVE
1180,SLOW
1181,SLOW
1182,SLOW
1183,SLOW
1184,SLOW
1185,SLOW
1186,SLOW
1187,SLOW
1188,SLOW
1189,SLOW
1190,SLOW
1191,SLOW
1192,SLOW
1193,SLOW
1194,SLOW
1195,SLOW
1196,SLOW
1197,NORMAL
1198,AGGRESSIVE
1199,AGGRESSIVE
1200,AGGRESSIVE
1201,AGGRESSIVE
1202,AGGRESSIVE
1203,AGGRESSIVE
1204,AGGRESSIVE
1205,AGGRESSIVE
1206,AGGRESSIVE
1207,AGGRESSIVE
1208,SLOW
1209,AGGRESSIVE
1210,SLOW
1211,SLOW
1212,SLOW
1213,SLOW
1214,SLOW
1215,AGGRESSIVE
1216,SLOW
1217,AGGRESSIVE
1218,SLOW
1219,SLOW
1220,SLOW
1221,SLOW
1222,SLOW
1223,SLOW
1224,SLOW
1225,SLOW
1226,SLOW
1227,SLOW
1228,SLOW
1229,SLOW
1230,SLOW
1231,SLOW
1232,SLOW
1233,SLOW
1234,SLOW
1235,SLOW
1236,SLOW
1237,SLOW
1238,AGGRESSIVE
1239,SLOW
1240,SLOW
1241,SLOW
1242,SLOW
1243,SLOW
1244,AGGRESSIVE
1245,SLOW
1246,SLOW
1247,SLOW
1248,SLOW
1249,SLOW
1250,SLOW
1251,SLOW
1252,SLOW
1253,SLOW
1254,SLOW
1255,SLOW
1256,SLOW
1257,SLOW
1258,SLOW
1259,SLOW
1260,SLOW
1261,SLOW
1262,SLOW
1263,SLOW
1264,SLOW
1265,SLOW
1266,SLOW
1267,SLOW
1268,SLOW
1269,SLOW
1270,SLOW
1271,SLOW
1272,SLOW
1273,SLOW
1274,SLOW
1275,AGGRESSIVE
1276,AGGRESSIVE
1277,SLOW
1278,SLOW
1279,SLOW
1280,SLOW
1281,SLOW
1282,SLOW
1283,SLOW
1284,SLOW
1285,SLOW
1286,SLOW
1287,SLOW
1288,SLOW
1289,SLOW
1290,SLOW
1291,SLOW
1292,SLOW
1293,SLOW
1294,SLOW
1295,SLOW
1296,SLOW
1297,SLOW
1298,SLOW
1299,SLOW
1300,SLOW
1301,SLOW
1302,SLOW
1303,SLOW
1304,SLOW
1305,SLOW
1306,SLOW
1307,SLOW
1308,SLOW
1309,SLOW
1310,AGGRESSIVE
1311,SLOW
1312,SLOW
1313,SLOW
1314,SLOW
1315,SLOW
1316,AGGRESSIVE
1317,SLOW
1318,SLOW
1319,SLOW
1320,SLOW
1321,SLOW
1322,SLOW
1323,SLOW
1324,SLOW
1325,SLOW
1326,SLOW
1327,AGGRESSIVE
1328,AGGRESSIVE
1329,SLOW
1330,SLOW
1331,SLOW
1332,SLOW
1333,AGGRESSIVE
1334,SLOW
1335,SLOW
1336,SLOW
1337,SLOW
1338,SLOW
1339,SLOW
1340,SLOW
1341,SLOW
1342,SLOW
1343,SLOW
1344,SLOW
1345,AGGRESSIVE
1346,SLOW
1347,SLOW
1348,SLOW
1349,SLOW
1350,SLOW
1351,SLOW
1352,AGGRESSIVE
1353,SLOW
1354,SLOW
1355,SLOW
1356,SLOW
1357,SLOW
1358,SLOW
1359,SLOW
1360,SLOW
1361,SLOW
1362,SLOW
1363,SLOW
1364,SLOW
1365,SLOW
1366,SLOW
1367,SLOW
1368,SLOW
1369,SLOW
1370,AGGRESSIVE
1371,SLOW
1372,SLOW
1373,SLOW
1374,AGGRESSIVE
1375,AGGRESSIVE
1376,AGGRESSIVE
1377,AGGRESSIVE
1378,AGGRESSIVE
1379,SLOW
1380,AGGRESSIVE
1381,AGGRESSIVE
1382,SLOW
1383,SLOW
1384,SLOW
1385,AGGRESSIVE
1386,AGGRESSIVE
1387,SLOW
1388,AGGRESSIVE
1389,SLOW
1390,SLOW
1391,SLOW
1392,SLOW
1393,SLOW
1394,SLOW
1395,SLOW
1396,SLOW
1397,SLOW
1398,SLOW
1399,SLOW
1400,SLOW
1401,AGGRESSIVE
1402,SLOW
1403,SLOW
1404,AGGRESSIVE
1405,SLOW
1406,AGGRESSIVE
1407,SLOW
1408,SLOW
1409,SLOW
1410,SLOW
1411,SLOW
1412,SLOW
1413,AGGRESSIVE
1414,SLOW
1415,SLOW
1416,SLOW
1417,SLOW
1418,SLOW
1419,SLOW
1420,SLOW
1421,SLOW
1422,SLOW
1423,SLOW
1424,AGGRESSIVE
1425,SLOW
1426,SLOW
1427,SLOW
1428,AGGRESSIVE
1429,SLOW
1430,AGGRESSIVE
1431,AGGRESSIVE
1432,AGGRESSIVE
1433,AGGRESSIVE
1434,AGGRESSIVE
1435,SLOW
1436,SLOW
1437,SLOW
1438,SLOW
1439,AGGRESSIVE
1440,SLOW
1441,SLOW
1442,SLOW
1443,SLOW
1444,SLOW
1445,SLOW
1446,SLOW
1447,SLOW
1448,SLOW
1449,SLOW
1450,SLOW
1451,SLOW
1452,SLOW
1453,SLOW
1454,SLOW
1455,SLOW
1456,SLOW
1457,SLOW
1458,AGGRESSIVE
1459,SLOW
1460,SLOW
1461,SLOW
1462,SLOW
1463,SLOW
1464,SLOW
1465,SLOW
1466,SLOW
1467,SLOW
1468,SLOW
1469,SLOW
1470,AGGRESSIVE
1471,SLOW
1472,SLOW
1473,SLOW
1474,AGGRESSIVE
1475,SLOW
1476,AGGRESSIVE
1477,SLOW
1478,NORMAL
1479,SLOW
1480,SLOW
1481,SLOW
1482,SLOW
1483,SLOW
1484,SLOW
1485,SLOW
1486,SLOW
1487,SLOW
1488,SLOW
1489,SLOW
1490,SLOW
1491,SLOW
1492,SLOW
1493,SLOW
1494,SLOW
1495,SLOW
1496,AGGRESSIVE
1497,SLOW
1498,SLOW
1499,SLOW
1500,SLOW
1501,SLOW
1502,SLOW
1503,SLOW
1504,SLOW
1505,SLOW
1506,SLOW
1507,SLOW
1508,SLOW
1509,SLOW
1510,SLOW
1511,SLOW
1512,SLOW
1513,SLOW
1514,SLOW
1515,SLOW
1516,SLOW
1517,NORMAL
1518,SLOW
1519,SLOW
1520,SLOW
1521,SLOW
1522,SLOW
1523,SLOW
1524,SLOW
1525,AGGRESSIVE
1526,SLOW
1527,SLOW
1528,SLOW
1529,SLOW
1530,SLOW
1531,SLOW
1532,SLOW
1533,SLOW
1534,SLOW
1535,SLOW
1536,SLOW
1537,SLOW
1538,SLOW
1539,SLOW
1540,SLOW
1541,SLOW
1542,SLOW
1543,SLOW
1544,SLOW
1545,AGGRESSIVE
1546,AGGRESSIVE
1547,SLOW
1548,SLOW
1549,SLOW
1550,SLOW
1551,SLOW
1552,SLOW
1553,SLOW
1554,SLOW
1555,SLOW
1556,SLOW
1557,SLOW
1558,SLOW
1559,SLOW
1560,SLOW
1561,SLOW
1562,SLOW
1563,SLOW
1564,SLOW
1565,SLOW
1566,SLOW
1567,SLOW
1568,SLOW
1569,SLOW
1570,SLOW
1571,SLOW
1572,SLOW
1573,SLOW
1574,SLOW
1575,SLOW
1576,SLOW
1577,SLOW
1578,SLOW
1579,SLOW
1580,SLOW
1581,SLOW
1582,SLOW
1583,SLOW
1584,AGGRESSIVE
1585,SLOW
1586,SLOW
1587,SLOW
1588,SLOW
1589,SLOW
1590,SLOW
1591,AGGRESSIVE
1592,SLOW
1593,SLOW
1594,SLOW
1595,SLOW
1596,SLOW
1597,SLOW
1598,SLOW
1599,AGGRESSIVE
1600,AGGRESSIVE
1601,NORMAL
1602,SLOW
1603,AGGRESSIVE
1604,NORMAL
1605,SLOW
1606,SLOW
1607,AGGRESSIVE
1608,AGGRESSIVE
1609,AGGRESSIVE
1610,NORMAL
1611,SLOW
1612,AGGRESSIVE
1613,SLOW
1614,AGGRESSIVE
1615,AGGRESSIVE
1616,AGGRESSIVE
1617,AGGRESSIVE
1618,SLOW
1619,AGGRESSIVE
1620,AGGRESSIVE
1621,SLOW
1622,SLOW
1623,AGGRESSIVE
1624,SLOW
1625,SLOW
1626,AGGRESSIVE
1627,AGGRESSIVE
1628,SLOW
1629,SLOW
1630,SLOW
1631,SLOW
1632,SLOW
1633,SLOW
1634,SLOW
1635,SLOW
1636,SLOW
1637,SLOW
1638,SLOW
1639,SLOW
1640,SLOW
1641,SLOW
1642,SLOW
1643,SLOW
1644,SLOW
1645,SLOW
1646,SLOW
1647,SLOW
1648,SLOW
1649,SLOW
1650,AGGRESSIVE
1651,AGGRESSIVE
1652,SLOW
1653,SLOW
1654,SLOW
1655,SLOW
1656,SLOW
1657,SLOW
1658,SLOW
1659,SLOW
1660,SLOW
1661,SLOW
1662,SLOW
1663,SLOW
1664,SLOW
1665,SLOW
1666,SLOW
1667,SLOW
1668,SLOW
1669,SLOW
1670,SLOW
1671,SLOW
1672,SLOW
1673,SLOW
1674,SLOW
1675,SLOW
1676,SLOW
1677,AGGRESSIVE
1678,SLOW
1679,SLOW
1680,AGGRESSIVE
1681,SLOW
1682,AGGRESSIVE
1683,NORMAL
1684,NORMAL
1685,SLOW
1686,AGGRESSIVE
